1,2,3,"Came in here only because I had a business call to take and needed some quiet space. Since the little one was with me, I went on ahead and ordered a kid's meal which consisted of a personal pan pizza and a drink. The cashier was nice. The place was clean. Ample seating downstairs and for the location being in Midtown it wasn't too crowded. Now I can imagine why lol.The pizza...well, I grew up eating Pizza Hut and was pretty disappointed. I thought it was pretty funny that I was longing for the 2 Bros dollar pizza in Chelsea. Eating this Pizza Hut pizza just made me hungrier. How is that even possible lol?!"
298,2,2,If I could give it zero stars I definitely would do it. Today I was outside with my friends and we decided to order the big dinner box. When we started eating the cheese pizza we saw that the cheese pizza had no marinara sauce. It only tasted like cheese and bread. We decided to call the store. The worker left me on hold for about a good 5 mins. Then the manager answered the phone. The manager was extremely disrespectful to me. She then wanted me to go to the store and show her the evidence. Note: I live pretty far from this Pizza Hut. If your going to charge a $4 delivery fee then your customer service should be better.
297,2,2,"Terrible location managed. Pizza comes late and cold. Had to microwave the pizza due to manager only scheduling 1 delivery person on a Friday dinner time for all orders. Corporate needs to fix this location. Also the manager is so rude as I mentioned to her that my pizza is cold, she said, she'll just cancel my order because it'll take over 1 hr to get a new one."
299,2,2,"Asked for a well done pizza, more on the crispy side. What i received was an undercooked/raw dough pizza. I often order from this location and it's pretty good but this time, very unhappy."
300,2,3,"I wish I had looked at yelp before ordering my pizza this evening. I'm traveling from out-of-town and staying at a hotel. You would think a chain would be the same nationwide, but that is not the case. I can't even get through to talk to the manager of this location, so I'm writing a review.First, order was as usual-the online Pizza Hut app is great! Pizza was quick for delivery, which was nice. The reason for the one star is that they didn't call my cell like I indicated in the notes for the order. Instead, I had to get a call from the front hotel lobby that my pizza was downstairs. Then, the driver didn't have any hot dried peppers! What Pizza Hut driver doesn't bring hot peppers with them?  The location knows I'm staying at a hotel and there were no plates, napkins, etc. I still gave a small tip, but not the usual. A quality establishment would answer the phone and offer to bring over some peppers and supplies or a discount. About the pizza, it was hot with all the toppings I requested. It tasted the usual quality Pizza Hut. Summary...If you want a plain Pizza Hut pizza with no extras, this is your place. if you expect anything above the minimum, look elsewhere. I won't be ordering again from this location."
301,2,2,"The absolute WORSE location in my experience. WAITED OVER AN HOUR for pizza that's literally down the street from our home. Maybe we can get past that, but the fact they gave us STALE COLD PIZZA it's beyond UNACCEPTABLE! The fact that they close at 11 we called them since 1020 wouldn't answer waited until 1058 to answer for a young minded young women to answer and say they are closed and HANGUP! It's stupid and childish and for the ratings this location has THEY SHOULD BE CLOSED! Extremely ANNOYED! They don't even deserve a 1 star rating but had to give it to them to post this stupid review. DO NOT GO TO THIS LOCATION!"
303,2,2,"Slow and inconsistent service, workers not overly friendly either.  If you order pick-up/take-out or delivery, make sure you INSPECT YOUR ORDER BEFORE YOU WALK OUT OR BEFORE DELIVERY PERSON LEAVES.  Sauce was missing from the breadsticks last time I ordered, chicken was short on sauce or had too much sauce, pizza toppings missing, etc.  Pain in the butt."
302,2,2,"Called to order delivery, lady on phone asked if its delivery or pick  up, i said delivery , she says "" she has no driver, i said when will the driver be back , she says i have no idea , seriously lady, why even pick up the phone , you obviously dont care about buisness"
304,2,2,They sure as he11 don't like to answer the phone.  Called 3x during operation hours with no answer.
305,1,1,"Based on the delivery I just had.... Pretty good! Pizza was warm, not hot, but, it IS delivery.  Took 45 minutes, but the guy was super nice, and the food was just what I was craving. I felt the need to post this review because of all of the negative reviews. Maybe my experience is a fluke, or maybe they are better. If I have a bad experience in the future, I'll be sure to update my review!"
306,2,2,The worst customer service ever!!! Website says one thing then they call to say that the offer is no longer valid and charge twice more the original offer. They are always late too.
308,2,2,"I had a similar issue like others have talked about, I ordered a BBQ pizza and it came without BBQ sauce. I called the restaurant and they said there is BBQ sauce on it, believe me, it was not. How rude!!!"
307,2,2,"Tried again and failed again. This place is simply ridiculous. Delivery took 1hr 30mins. When I called to get a status after 1hr 20mins, she rudely told me with an attitude that he left and hung up on me. When the delivery guy finally showed up, I said ""an hour and thirty minutes?!?!"" And he replied ""I know"" and laughed."
309,1,3,I hate that there are no pizza huts that deliver to fairview. We usually have to drive to the north Bergen location to pick up and usually have to wait a while. My pizza is usually cold by the time I eat it. They almost always forget something. If you want the complete polar opposite experience and live in fairview I suggest driving to the  fort lee location. It's a little out of the way but the service is excellent and the pizza even tastes better. Also virtually no wait time.
